Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms)
spotify:track:0eCajpR75pDW0r64U6hP2x,Jo Tum Mere Ho,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Jo Tum Mere Ho,84,0.46,0.302,1,-12.934,0,0.0398,0.661,0,0.293,0.176,123.871,251813
spotify:track:0rlLBWFFTQiOWi963SH9bb,Choo Lo,spotify:artist:7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,72,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.956,233630
spotify:track:0TL0LFcwIBF5eX7arDIKxY,Husn,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Husn,78,0.527,0.376,5,-9.974,1,0.0298,0.682,0,0.142,0.24,151.928,217894
spotify:track:2gNMXJDKRmKWuevBGjN8wo,3:59 AM,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Punya Paap,61,0.669,0.588,2,-6.902,1,0.339,0.177,0,0.179,0.237,97.026,272197
spotify:track:7n6AQKpZUGiJM2auF3yuDY,All Black,spotify:artist:5UdFr0GeO7jKIaNIJgwB36,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",All Black,60,0.813,0.734,10,-5.464,0,0.0577,0.072,0,0.118,0.652,107.967,218145
spotify:track:2qb5ASYergjk2qNLvYEQJD,Khatta Flow,spotify:artist:2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,61,0.858,0.737,9,-7.077,1,0.266,0.284,0,0.117,0.717,140.055,152415
spotify:track:56lHtVpvNxFSKewJKpeYc3,Yaar Naa Miley,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Kick,60,0.663,0.938,0,-2.894,0,0.0335,0.0102,9.01E-06,0.75,0.551,127.988,243206
spotify:track:5XseQZ9TGr06Rv1Ye6wCu0,Dhundhala,spotify:artist:0TwG8C39WJIfFlcPrhxHST,Yashraj,55,"['desi hip hop', 'hindi hip hop']",Dhundhala,63,0.641,0.449,5,-9.568,0,0.162,0.133,6.39E-05,0.139,0.491,99.899,182400
spotify:track:54XrOdhUS2311wIt9m0OlD,Riha,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Riha,61,0.395,0.148,3,-11.016,1,0.03,0.896,0,0.114,0.4,142.691,287312
spotify:track:5BKKKNwrebowaMoUdBaNby,Tu Aake Dekhle,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",The Carnival,72,0.77,0.838,11,-4.022,1,0.108,0.518,0.00398,0.145,0.187,96.016,270000
spotify:track:3bQsp4Vr9Rg4fNCx6HPOgX,Alag Aasmaan,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Alag Aasmaan,72,0.699,0.299,6,-12.599,1,0.0403,0.869,0,0.0724,0.459,118.968,212750
spotify:track:7wW9scVNLYFLsmBb1yAUmS,Blue Eyes,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Blue Eyes,71,0.77,0.51,10,-5.469,0,0.192,0.137,0.000106,0.0346,0.533,188.067,220943
spotify:track:4QL3uGdj4WNW40o3Vq33sw,Call Aundi,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zorawar,60,0.656,0.701,10,-4.964,0,0.0387,0.578,0,0.137,0.664,159.934,216549
spotify:track:78PDj0uocOvtSJCdOt65qy,Aankhon Aankhon,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Bhaag Johnny,61,0.746,0.988,10,-4.565,0,0.0637,0.29,0.00218,0.131,0.61,130.042,244831
spotify:track:3yRLROmAcKJBqTrdEczFB8,Brown Rang,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",International Villager,66,0.804,0.902,11,-3.067,0,0.0846,0.265,0.000402,0.065,0.72,155.98,211394
spotify:track:0cJTjTH3XVTTJh8F4Uq1db,Waqt Ki Baatein,spotify:artist:4o0mCeiUIVdknPUMhpO0bd,Dream Note,51,"['desi pop', 'hindi indie', 'indian indie']",Waqt Ki Baatein,61,0.556,0.202,4,-16.397,1,0.0324,0.915,0.0381,0.112,0.2,145.017,243310
spotify:track:6ivemTXTn27PwVjtd0oqDs,Gul,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Gul,71,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66E-05,0.102,0.342,86.97,217250
spotify:track:4fyR24BKznXBLNkK8LwWla,Dheere Dheere,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Dheere Dheere,70,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,212412
spotify:track:1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",Champagne Talk,73,0.698,0.505,6,-8.242,0,0.0356,0.354,0,0.0995,0.396,95.868,194653
spotify:track:0uBo93xl23O60oErtKvSAg,Mazaak,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mazaak,64,0.535,0.462,2,-11.291,1,0.0296,0.79,2.07E-06,0.114,0.23,145.959,212062
spotify:track:70wFZWY6cKFxp3Qcq8uxH4,Ektarfa,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",Ektarfa,59,0.748,0.472,0,-9.266,0,0.125,0.596,1.10E-05,0.102,0.364,149.97,230903
spotify:track:76ZWOhRRQzmb4xMoZzTjJ9,Payal,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,65,0.819,0.663,10,-6.976,0,0.1,0.643,0.00012,0.202,0.736,98.022,226751
spotify:track:7m4CgL81VVIHaaiSxyH922,Desi Kalakaar,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Desi Kalakaar,73,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,253352
spotify:track:3pVXZ04pu8zYaiAHCrh6PV,Dope Shope,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",International Villager,66,0.756,0.91,6,-1.988,1,0.0556,0.44,3.22E-05,0.066,0.861,136,193608
spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W,Baarishein,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Baarishein,75,0.476,0.124,2,-9.463,1,0.0443,0.927,0,0.0972,0.19,94.299,207312
spotify:track:0qzuXwxORXTwSsBU2aJGj5,"Yaar Naa Miley (From ""Kick"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,65,0.663,0.938,0,-2.894,0,0.0335,0.0102,9.01E-06,0.75,0.551,127.988,243206
spotify:track:0QHEWicUbdyWuHsMcVd1Ka,"Chaar Botal Vodka (From ""Ragini Mms 2"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,63,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,225837
spotify:track:78BWCd70D1X6LMkDZm1UoF,Millionaire,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,79,0.749,0.828,7,-5.609,0,0.142,0.472,6.24E-05,0.231,0.398,95.981,199114
spotify:track:1QZRCi2Z1DQQaR6bGAzhtN,Love Dose,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Desi Kalakaar,72,0.843,0.768,11,-4.554,0,0.117,0.256,0,0.614,0.662,139.998,224444
spotify:track:3hVc5y5mbcIEPADRGGGru9,One Bottle Down,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",One Bottle Down,65,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,196556
spotify:track:7qz4tPvG6hm4XeyjtTKNfT,"Vigdiyan Heeran (From ""Honey 3.0"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Honey 3.0,65,0.759,0.82,9,-4.69,0,0.0408,0.527,0,0.11,0.758,97.979,197295
spotify:track:3hB9lDLyAClYVZivMMl20N,Co2,spotify:artist:0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,69,0.533,0.678,1,-5.244,1,0.0256,0.663,0,0.145,0.683,80.96,163653
spotify:track:4BDOA9pV0yLClbR3v37ekI,Top Class / Overseas,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Street Dreams,62,0.549,0.887,11,-4.455,0,0.332,0.293,0,0.37,0.623,123.66,288000
spotify:track:1bHBYJjUYYbUnwKYCFxV1F,"Party All Night (From ""Boss"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,61,0.854,0.738,6,-5.388,0,0.231,0.203,0,0.298,0.804,129.989,282792
spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,Chaand Baaliyan,spotify:artist:4wwYGgSpeBtvk5WX6HBqzw,Aditya A,61,"['desi pop', 'hindi indie']",Chaand Baaliyan,70,0.729,0.396,0,-8.98,1,0.0359,0.796,0,0.104,0.886,97.281,103264
spotify:track:1TaeNA6443E9MHtbGXV0s8,"Sunny Sunny (From ""Yaariyan"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,61,0.794,0.878,11,-7.502,0,0.078,0.00138,0.029,0.197,0.352,129.978,243319
spotify:track:4u0D2jZ20wQaEMHBSqsDnZ,Tu Jaana Na Piya,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",NEW LIFE,64,0.691,0.709,9,-6.136,1,0.0301,0.359,0,0.149,0.395,102.012,226029
spotify:track:5ivRSlOhVIXN2QMzqgsX0s,Aaoge Tum Kabhi,spotify:artist:7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,69,0.534,0.863,0,-4.616,1,0.0356,0.015,0.0167,0.144,0.374,98.035,313163
spotify:track:0XF0D8HL9gk2sr9tlFOee3,Dil Mere,spotify:artist:7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.032,0.167,0.572,92.964,211290
spotify:track:6MVCtoSNhJY9hTYfoF4Pst,TERE HO KE,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,63,0.564,0.656,7,-5.512,0,0.11,0.733,0,0.0887,0.17,132.967,223200
spotify:track:19pHSvXUwErAXFktkvYMk9,Hola Amigo,spotify:artist:5C1S9XwxMuuCciutwMhp5t,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",FAR FROM OVER,62,0.913,0.62,8,-6.098,1,0.0921,0.179,0,0.17,0.657,140.058,226285
spotify:track:7tbzfR8ZvZzJEzy6v0d6el,Liggi,spotify:artist:72beYOeW2sb2yfcS4JsRvb,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Dev,62,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,181176
spotify:track:3GEiVoaUXq468gfYs2EPfh,Chorni,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Chorni,65,0.782,0.676,7,-6.712,1,0.339,0.133,0,0.122,0.615,90.447,181000
spotify:track:08kTa3SL9sV6Iy8KLKtGql,Kasoor,spotify:artist:0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Kasoor,63,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36E-06,0.0799,0.444,107.047,197549
spotify:track:61R3DMR4U2n25qgX9ryciJ,Jatt Mehkma,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,69,0.622,0.768,0,-5.952,1,0.0648,0.0451,0,0.305,0.447,85.954,195115
spotify:track:6P1pBAEUoHwRMToeVoTPrg,Mishri,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mishri,62,0.534,0.159,7,-14.304,1,0.0288,0.917,0,0.109,0.184,80.045,200437
spotify:track:1xSKxa1J5NHMQBX4wMZW2g,Meri Baaton Mein Tu,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Meri Baaton Mein Tu,61,0.623,0.454,0,-9.813,1,0.0302,0.431,0,0.144,0.228,142.884,214000
spotify:track:0DXfJ2iKRDEG7rPgssWFea,"Rangisari (From ""Jugjugg Jeeyo"")",spotify:artist:4hGFNXuWut4b2sfJCJJNEo,Kanishk Seth,55,"['desi pop', 'hindi indie', 'indian indie', 'modern bollywood']","Rangisari (From ""Jugjugg Jeeyo"")",61,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,223271
spotify:track:7r8DFPBOkohRGX6Taq93Kv,Bonita,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,67,0.81,0.914,1,-4.548,0,0.128,0.672,0,0.0848,0.873,108.037,178143
spotify:track:3NKuSd9Qa5fzwhqiuKYFh4,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,64,0.765,0.89,5,-4.608,0,0.0824,0.502,0,0.0423,0.918,99.961,226696
spotify:track:1T44wPr7LUlBY4vX6LlygG,Baazigar,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gunehgar,58,0.816,0.767,5,-3.592,1,0.323,0.0346,0,0.228,0.835,141.769,169014
spotify:track:1GMFeGQBppaepcx6NsR7qB,Sunday,spotify:artist:4wwYGgSpeBtvk5WX6HBqzw,Aditya A,61,"['desi pop', 'hindi indie']",Sunday,56,0.405,0.56,1,-8.869,1,0.0766,0.819,0.00844,0.162,0.608,128.258,144923
spotify:track:3G0gdqt4LTreFwBYaymUhp,Joota Japani,spotify:artist:5C1S9XwxMuuCciutwMhp5t,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Joota Japani,59,0.787,0.864,7,-4.665,1,0.0926,0.232,8.97E-05,0.107,0.877,129.933,155076
spotify:track:1XdUEm2MwB6ysy6E80ltMg,No Cap,spotify:artist:5C1S9XwxMuuCciutwMhp5t,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",No Cap,59,0.888,0.782,9,-6.195,0,0.21,0.23,0,0.315,0.82,118.017,205423
spotify:track:3VXh3jYTW3lTxtXRnu2TKP,Lungi Dance,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Lungi Dance,60,0.684,0.958,1,-4.793,1,0.264,0.314,1.94E-06,0.618,0.817,163.95,275399
spotify:track:0I9RbCJItXY1jxGIAsQT0t,Jalsa Jalsa,spotify:artist:7hYZXC29LqX4vWGloviTyG,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Jalsa,57,0.922,0.906,7,-8.513,1,0.144,0.339,0.000163,0.099,0.808,111.963,258384
spotify:track:2ImHVd8DsAZkvfLRbis8wU,SHUTDOWN,spotify:artist:2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",SHUTDOWN,56,0.818,0.584,3,-11.796,0,0.163,0.612,5.04E-05,0.108,0.947,149.968,116307
spotify:track:6qy1l029lJaZiJg7Ag3avy,Galat Karam,spotify:artist:1HnV8VaGdip3y1SpJPgft0,Panther,53,"['desi hip hop', 'hindi hip hop']",Flying Towards The City,56,0.928,0.87,4,-3.911,0,0.283,0.118,0,0.139,0.694,95.01,193263
spotify:track:6VNBEaG5sidkK3lwq7Ws0I,Haseeno Ka Deewana,spotify:artist:5UdFr0GeO7jKIaNIJgwB36,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Kaabil,56,0.583,0.94,4,-2.44,0,0.0816,0.163,8.28E-05,0.577,0.492,136.056,229208
spotify:track:6zojSFiUNySBy3Kd1JVCXb,Dil Chori,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Sonu Ke Titu Ki Sweety,60,0.765,0.89,5,-4.608,0,0.0824,0.502,0,0.0423,0.918,99.961,226696
spotify:track:20EQiQQYSyuifv6YMj64qP,OOPS,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",Champagne Talk,56,0.918,0.673,0,-5.084,1,0.184,0.314,0,0.0555,0.828,99.952,163200
spotify:track:6GwjeSBaJ7C8yZXklaXXY1,Sunny Sunny,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yaariyan,58,0.794,0.878,11,-7.502,0,0.078,0.00138,0.029,0.197,0.352,129.978,243319
spotify:track:0fGImK9uWSruIRhKGyjUC0,Party All Night,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Boss,58,0.854,0.738,6,-5.388,0,0.231,0.203,0,0.298,0.804,129.989,282792
spotify:track:3x9vShiP4hDhE94zvObYNS,Rangisari,spotify:artist:4hGFNXuWut4b2sfJCJJNEo,Kanishk Seth,55,"['desi pop', 'hindi indie', 'indian indie', 'modern bollywood']",Jugjugg Jeeyo,59,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,223271
spotify:track:0OxG3hlJNNzXcSrNVXEu8f,I Guess,spotify:artist:5C1S9XwxMuuCciutwMhp5t,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",I Guess,59,0.83,0.905,8,-5.018,0,0.237,0.172,0,0.153,0.926,137.953,186086
spotify:track:342pJxy678kgQrZXCL9RG7,Urvashi,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Urvashi,56,0.792,0.703,0,-4.343,1,0.0368,0.195,0,0.072,0.634,105.995,215483
spotify:track:3AQrBSjowqCFu2jiFFuGsv,Chhote Chhote Peg,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Sonu Ke Titu Ki Sweety,56,0.831,0.908,7,-3.317,1,0.101,0.328,0.00371,0.077,0.734,104.962,203881
spotify:track:1xSCr5uIndaHKFdO4s2V6B,Satya,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Punya Paap,57,0.598,0.804,2,-5.39,1,0.123,0.0576,0,0.252,0.322,139.737,182640
spotify:track:5FO0ye7LMqJPr4bjroUZ8i,F*CK WHAT THEY SAY,spotify:artist:5NHm4TU5Twz7owibYxJfFU,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,59,0.518,0.725,8,-5.048,1,0.244,0.32,0,0.328,0.596,102.822,292439
spotify:track:3fz747rKjbEa6mtclKacjf,Chora Baba Ka,spotify:artist:5UdFr0GeO7jKIaNIJgwB36,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Chora Baba Ka,57,0.805,0.58,1,-7.477,1,0.0555,0.109,0.00069,0.329,0.42,96.048,175624
spotify:track:16xg7UwH9hbs96vCD8k6bC,GRIND,spotify:artist:008PpLcKUtVXle6JSwkq3I,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",GRIND,57,0.848,0.735,1,-4.661,1,0.0445,0.291,0,0.0713,0.57,98.973,175449
spotify:track:7pncFFzijtxIQtLpNwiAyO,Maula,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Maula,58,0.41,0.325,7,-11.303,1,0.0305,0.685,0,0.12,0.359,113.353,238000
spotify:track:5ZsAhuQ24mWHiduaxJqnhW,Udd Gaye,spotify:artist:72beYOeW2sb2yfcS4JsRvb,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Ved,59,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,180413
spotify:track:2WbJHbbw9iWWbVPC4qt17t,6:00 AM,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,56,0.652,0.853,11,-4.365,0,0.0964,0.133,0,0.312,0.189,89.971,175169
spotify:track:3F2BSn4ayglzMwquBRHZq6,Rangi Saari,spotify:artist:3nQ125TJobosBH446Dsvvv,Kavita Seth,64,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",Rangi Saari,57,0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985,214000
spotify:track:6Kynli1iHBqJRWUCohcV9h,Kaam 25 - Sacred Games,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Kaam 25 (Sacred Games),59,0.484,0.948,1,-4.296,0,0.451,0.0473,0,0.0565,0.686,125.645,149524
spotify:track:7uZLUFqPgGqwzD5rzOl8Sa,Mulaqat,spotify:artist:0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mulaqat,57,0.717,0.182,4,-13.629,1,0.0355,0.736,0.000248,0.0746,0.232,81.99,246519
spotify:track:0uR4wgF6ksqIEYpztFWGog,"Kalaastar (From ""Honey 3.0"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Honey 3.0,57,0.812,0.832,1,-3.333,0,0.0499,0.0659,0,0.0719,0.594,94.973,207789
spotify:track:2cMXkKgX98UFjk4lTwVWoo,Ocean,spotify:artist:4gdMJYnopf2nEUcanAwstx,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Ocean,56,0.72,0.237,3,-11.665,1,0.0415,0.963,0,0.0952,0.606,125.334,252624
spotify:track:6DtmY1H3Uo1g6MoD6sKKjm,Luka Chippi,spotify:artist:2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,56,0.712,0.761,7,-6.846,1,0.37,0.399,0,0.142,0.722,152.85,141568
spotify:track:2N9938r4qmE9yvxLRS7mIq,Fugly,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Fugly,56,0.89,0.717,1,-5.858,1,0.0401,0.112,0.063,0.0402,0.658,100.034,153623
spotify:track:0RGp4KA9wvndxqPIWoKwnD,Yalgaar,spotify:artist:1VwNP7mP5DmTsdJqQuW0nT,Ajey Nagar (CarryMinati),48,['hindi hip hop'],Yalgaar (Original),56,0.726,0.818,6,-6.522,0,0.176,0.538,1.01E-06,0.111,0.812,92.033,195652
spotify:track:6btegcu44HqquqArljhFxu,Nanchaku,spotify:artist:2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,57,0.81,0.66,2,-8.791,1,0.316,0.141,0,0.173,0.443,140.081,193116
spotify:track:0mvcsYusnTYlAkOZ077lDb,Ghana Kasoota (feat. Surbhi Jyoti),spotify:artist:5UdFr0GeO7jKIaNIJgwB36,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Ghana Kasoota (feat. Surbhi Jyoti),59,0.877,0.781,5,-4.459,0,0.0548,0.0315,0.000397,0.239,0.373,102.994,168640
spotify:track:39QJ7KkN3L8LLqQqsO85W1,Saiyaan Ji,spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Saiyaan Ji,56,0.896,0.678,0,-2.546,0,0.0815,0.0137,4.10E-05,0.11,0.604,130.024,205450
spotify:track:3EJslhR33350RLGMb6eOAg,100 Million,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",100 Million,58,0.598,0.837,10,-4.83,0,0.299,0.185,1.83E-06,0.191,0.893,85.075,192479
